Order ID,Customer ID,Restaurant Name,Food Category,Item Name,Quantity,Price,Order Date & Time,Delivery Time (min),City,Customer Rating,Delivery Partner
O02186,C1832,Quick Meal,Indian,Biryani,3,27.05,2025-05-19 18:46:44,28.74,Abu Dhabi,4.7,Talabat
O02187,C0268,Quick Meal,Chinese,Kung Pao Chicken,1,38.51,2025-05-27 10:13:51,27.54,Al Ain,4.6,Uber Eats
O02188,C0215,Flavor Town,Desserts,Brownie,3,48.82,2025-01-26 13:59:45,76.79,Al Ain,4.1,Careem NOW
O02189,C0862,Quick Meal,Burgers,Veggie Burger,5,47.46,2025-06-25 08:00:13,76.63,Ajman,2.7,Deliveroo
O02190,C1935,Flavor Town,Pizza,Veggie,3,41.05,2025-01-28 07:12:27,19.88,Ajman,3.5,Uber Eats
O02191,C0378,Tasty Bites,Indian,Paneer Tikka,1,26.35,2025-01-06 19:51:28,41.47,Al Ain,4.4,Careem NOW
O02192,C1567,Tasty Bites,Sushi,Salmon Nigiri,3,33.83,2025-01-30 23:03:51,35.26,Al Ain,2.7,Careem NOW
O02193,C0849,Tasty Bites,Desserts,Chocolate Cake,4,24.98,2025-04-22 08:26:24,80.12,Ajman,2.9,Careem NOW
O02194,C1676,Tasty Bites,Burgers,Cheese Burger,4,31.18,2025-05-04 22:30:19,20.4,Sharjah,4.8,Careem NOW
O02195,C1117,Quick Meal,Pizza,BBQ Chicken,4,31.79,2025-01-12 07:17:19,20.77,Ajman,4.5,Uber Eats
O02196,C1759,Quick Meal,Sushi,Veg Roll,5,44.33,2025-01-23 02:24:24,34.98,Al Ain,2.7,Zomato
O02197,C1464,Gourmet Express,Desserts,Cheesecake,3,48.37,2025-02-06 22:45:55,50.46,Sharjah,3.9,Talabat
O02198,C1435,Foodies Hub,Pizza,Margherita,1,35.1,2025-05-24 04:04:58,75.71,Sharjah,3.6,Talabat
O02199,C1786,Foodies Hub,Pizza,Veggie,4,18.31,2025-03-31 07:02:57,42.6,Ajman,5.0,Deliveroo
O02200,C0467,Quick Meal,Burgers,Cheese Burger,5,16.46,2025-05-18 06:07:50,64.66,Sharjah,2.6,Uber Eats
O02201,C1140,Flavor Town,Desserts,Chocolate Cake,2,20.26,2025-01-21 06:23:45,36.82,Sharjah,4.7,Careem NOW
O02202,C1796,Gourmet Express,Desserts,Ice Cream,5,16.93,2025-02-12 21:05:35,51.81,Sharjah,4.4,Uber Eats
O02203,C1716,Flavor Town,Pizza,Pepperoni,5,21.07,2025-03-16 02:10:00,76.65,Sharjah,3.4,Deliveroo
O02204,C1109,Foodies Hub,Desserts,Cheesecake,4,46.91,2025-02-25 02:35:38,87.11,Ajman,4.4,Zomato
O02205,C0074,Flavor Town,Pizza,Margherita,4,15.41,2025-03-20 23:51:31,84.01,Abu Dhabi,4.4,Careem NOW
O02206,C1973,Flavor Town,Chinese,Chow Mein,1,42.45,2025-01-24 16:11:01,81.37,Abu Dhabi,4.8,Careem NOW
O02207,C1219,Gourmet Express,Sushi,California Roll,1,35.69,2025-05-12 04:18:34,78.87,Dubai,4.1,Careem NOW
O02208,C1670,Foodies Hub,Chinese,Kung Pao Chicken,3,29.54,2025-04-05 15:19:34,18.65,Sharjah,2.7,Deliveroo
O02209,C1578,Gourmet Express,Desserts,Cheesecake,3,34.94,2025-06-18 15:58:55,61.49,Al Ain,2.8,Careem NOW
O02210,C0252,Gourmet Express,Burgers,Cheese Burger,1,45.27,2025-04-14 09:25:08,75.18,Al Ain,3.9,Zomato
O02211,C1706,Flavor Town,Desserts,Ice Cream,2,40.93,2025-05-01 08:56:25,35.03,Ajman,3.4,Careem NOW
O02212,C0620,Foodies Hub,Sushi,Spicy Tuna,4,5.38,2025-03-06 06:02:18,39.95,Sharjah,3.1,Deliveroo
O02213,C0558,Gourmet Express,Pizza,Veggie,4,49.2,2025-06-24 20:02:11,32.45,Ajman,4.4,Uber Eats
O02214,C0681,Quick Meal,Desserts,Cheesecake,3,11.85,2025-06-23 17:46:09,58.19,Sharjah,4.7,Zomato
O02215,C1962,Tasty Bites,Pizza,BBQ Chicken,2,9.15,2025-03-14 23:17:46,31.43,Abu Dhabi,4.0,Talabat
O02216,C0958,Quick Meal,Sushi,Salmon Nigiri,5,42.53,2025-06-27 15:58:20,24.91,Sharjah,4.2,Careem NOW
O02217,C0872,Flavor Town,Sushi,Spicy Tuna,3,46.6,2025-05-27 15:19:36,79.56,Ajman,2.7,Deliveroo
O02218,C0382,Gourmet Express,Pizza,Margherita,5,11.43,2025-04-22 00:30:21,73.71,Abu Dhabi,4.7,Careem NOW
O02219,C0617,Tasty Bites,Pizza,Veggie,4,31.85,2025-03-17 09:28:13,89.72,Dubai,2.7,Uber Eats
O02220,C1660,Foodies Hub,Desserts,Chocolate Cake,1,45.14,2025-02-08 00:37:39,28.72,Ajman,3.9,Careem NOW
O02221,C0728,Gourmet Express,Burgers,Beef Burger,4,16.41,2025-05-14 16:37:56,29.95,Dubai,3.1,Careem NOW
O02222,C0964,Foodies Hub,Chinese,Kung Pao Chicken,1,17.28,2025-06-18 02:55:00,16.75,Dubai,4.8,Zomato
O02223,C1214,Tasty Bites,Sushi,Salmon Nigiri,1,32.57,2025-05-17 01:39:43,64.79,Al Ain,4.8,Uber Eats
O02224,C1397,Foodies Hub,Burgers,Chicken Burger,1,29.22,2025-05-14 21:44:47,75.38,Dubai,4.0,Talabat
O02225,C1574,Foodies Hub,Indian,Paneer Tikka,1,49.29,2025-07-03 12:17:25,68.17,Abu Dhabi,4.7,Uber Eats
O02226,C0157,Quick Meal,Burgers,Chicken Burger,2,21.84,2025-04-12 07:33:28,79.27,Ajman,4.3,Deliveroo
O02227,C0759,Quick Meal,Chinese,Chow Mein,4,15.75,2025-01-26 07:24:01,39.13,Dubai,4.2,Zomato
O02228,C1215,Quick Meal,Chinese,Chow Mein,2,48.62,2025-01-29 01:53:28,76.85,Dubai,4.4,Careem NOW
O02229,C0415,Tasty Bites,Chinese,Kung Pao Chicken,4,26.35,2025-05-13 18:22:15,45.36,Al Ain,3.0,Deliveroo
O02230,C0187,Gourmet Express,Chinese,Spring Rolls,3,49.6,2025-03-15 14:08:01,36.49,Dubai,4.0,Uber Eats
O02231,C0208,Tasty Bites,Burgers,Veggie Burger,3,48.58,2025-02-27 01:13:08,49.38,Al Ain,2.6,Deliveroo
O02232,C1070,Quick Meal,Pizza,BBQ Chicken,1,29.27,2025-02-28 09:04:06,39.53,Sharjah,3.6,Zomato
O02233,C0347,Flavor Town,Desserts,Chocolate Cake,4,40.88,2025-04-16 13:40:28,19.05,Al Ain,3.9,Uber Eats
O02234,C0086,Foodies Hub,Sushi,California Roll,5,23.3,2025-01-10 06:11:39,57.49,Sharjah,3.7,Talabat
O02235,C1650,Flavor Town,Sushi,Spicy Tuna,5,36.45,2025-05-02 05:37:28,88.23,Ajman,3.4,Uber Eats
O02236,C0857,Quick Meal,Burgers,Veggie Burger,2,27.22,2025-01-03 20:39:26,50.15,Dubai,4.1,Uber Eats
O02237,C1993,Flavor Town,Burgers,Cheese Burger,3,14.2,2025-02-16 01:12:56,21.27,Ajman,4.1,Zomato
O02238,C0342,Flavor Town,Chinese,Chow Mein,4,6.85,2025-04-22 13:34:24,35.01,Dubai,2.9,Uber Eats
O02239,C1791,Foodies Hub,Indian,Paneer Tikka,2,6.33,2025-03-23 10:24:03,77.32,Dubai,2.9,Deliveroo
O02240,C0712,Foodies Hub,Indian,Paneer Tikka,5,18.07,2025-06-01 22:56:46,72.95,Dubai,4.3,Zomato
O02241,C0583,Tasty Bites,Burgers,Beef Burger,1,42.42,2025-03-09 03:32:14,58.38,Dubai,4.8,Uber Eats
O02242,C0427,Flavor Town,Sushi,California Roll,5,14.15,2025-06-08 01:48:45,68.79,Ajman,3.3,Zomato
O02243,C0357,Tasty Bites,Sushi,Spicy Tuna,3,39.07,2025-06-05 13:21:33,65.04,Ajman,2.8,Zomato
O02244,C0773,Tasty Bites,Sushi,California Roll,1,46.48,2025-02-22 22:19:51,44.98,Ajman,4.6,Deliveroo
O02245,C0067,Tasty Bites,Indian,Paneer Tikka,1,48.91,2025-01-14 05:50:17,73.85,Al Ain,2.9,Talabat
O02246,C1811,Tasty Bites,Desserts,Brownie,3,5.95,2025-02-21 03:52:59,71.53,Sharjah,2.8,Talabat
O02247,C1559,Tasty Bites,Desserts,Brownie,2,5.47,2025-03-11 10:37:24,56.65,Sharjah,3.2,Careem NOW
O02248,C1414,Gourmet Express,Burgers,Chicken Burger,1,22.69,2025-04-25 14:22:13,84.36,Dubai,4.9,Careem NOW
O02249,C1749,Gourmet Express,Sushi,Veg Roll,4,41.53,2025-03-26 17:31:22,63.88,Abu Dhabi,4.2,Careem NOW
O02250,C1529,Flavor Town,Desserts,Cheesecake,1,19.25,2025-01-05 05:48:02,45.55,Ajman,4.0,Deliveroo
O02251,C1676,Tasty Bites,Pizza,Pepperoni,3,48.26,2025-02-08 07:46:12,78.35,Al Ain,3.6,Careem NOW
O02252,C1249,Quick Meal,Sushi,California Roll,2,24.64,2025-04-22 16:48:37,87.02,Abu Dhabi,3.4,Deliveroo
O02253,C1850,Tasty Bites,Chinese,Spring Rolls,2,18.68,2025-06-25 22:13:26,16.46,Ajman,4.1,Zomato
O02254,C1355,Gourmet Express,Indian,Biryani,5,45.09,2025-05-19 16:46:08,46.09,Sharjah,3.0,Uber Eats
O02255,C0567,Tasty Bites,Sushi,Veg Roll,5,34.9,2025-06-04 10:55:43,54.56,Sharjah,2.8,Talabat
O02256,C0857,Quick Meal,Sushi,California Roll,3,19.99,2025-01-28 03:29:02,52.13,Sharjah,3.8,Uber Eats
O02257,C0928,Gourmet Express,Chinese,Sweet and Sour,4,6.9,2025-01-18 00:11:34,34.22,Abu Dhabi,3.8,Talabat
O02258,C1270,Flavor Town,Chinese,Kung Pao Chicken,5,48.96,2025-01-15 05:58:55,80.66,Sharjah,3.4,Zomato
O02259,C1212,Foodies Hub,Pizza,BBQ Chicken,3,11.72,2025-04-02 12:54:57,15.03,Abu Dhabi,2.7,Careem NOW
O02260,C1796,Quick Meal,Desserts,Brownie,2,28.65,2025-04-21 07:04:07,61.55,Sharjah,4.6,Talabat
O02261,C1303,Flavor Town,Indian,Paneer Tikka,5,45.06,2025-02-19 14:09:23,65.08,Ajman,4.3,Talabat
O02262,C0494,Flavor Town,Indian,Biryani,2,5.65,2025-06-09 21:36:30,87.63,Dubai,4.2,Talabat
O02263,C0652,Tasty Bites,Pizza,BBQ Chicken,1,29.58,2025-05-23 04:14:58,89.75,Abu Dhabi,3.2,Talabat
O02264,C0695,Gourmet Express,Chinese,Kung Pao Chicken,1,44.19,2025-05-04 19:57:45,68.6,Ajman,4.2,Deliveroo
O02265,C0463,Flavor Town,Chinese,Spring Rolls,1,17.75,2025-04-19 22:38:43,87.23,Sharjah,2.6,Zomato
O02266,C1262,Flavor Town,Pizza,Margherita,3,14.52,2025-02-26 04:20:39,33.42,Al Ain,2.9,Deliveroo
O02267,C0211,Flavor Town,Pizza,Margherita,1,46.18,2025-03-16 07:20:20,82.0,Dubai,4.2,Careem NOW
O02268,C1148,Flavor Town,Chinese,Chow Mein,1,6.53,2025-05-05 00:58:23,71.05,Dubai,4.9,Careem NOW
O02269,C1896,Quick Meal,Chinese,Kung Pao Chicken,1,8.2,2025-02-16 16:13:32,57.53,Ajman,3.3,Careem NOW
O02270,C0156,Gourmet Express,Pizza,BBQ Chicken,2,5.86,2025-05-29 14:15:58,27.29,Abu Dhabi,3.7,Zomato
O02271,C0071,Foodies Hub,Chinese,Kung Pao Chicken,4,41.98,2025-04-02 15:01:31,24.05,Abu Dhabi,2.8,Talabat
O02272,C0358,Flavor Town,Desserts,Cheesecake,4,9.11,2025-01-15 02:52:48,51.93,Sharjah,2.8,Uber Eats
O02273,C0230,Quick Meal,Pizza,Pepperoni,5,41.09,2025-01-12 15:31:52,75.63,Al Ain,4.8,Careem NOW
O02274,C1543,Quick Meal,Pizza,Pepperoni,4,48.12,2025-03-04 02:34:11,18.2,Abu Dhabi,3.8,Careem NOW
O02275,C0434,Tasty Bites,Sushi,Veg Roll,2,26.2,2025-02-16 03:12:06,19.26,Sharjah,3.6,Zomato
O02276,C1037,Gourmet Express,Desserts,Ice Cream,2,49.73,2025-01-26 07:02:01,23.24,Al Ain,4.1,Zomato
O02277,C0741,Quick Meal,Chinese,Chow Mein,3,15.31,2025-05-03 07:35:20,77.95,Al Ain,4.4,Talabat
O02278,C0573,Flavor Town,Sushi,Salmon Nigiri,1,22.54,2025-06-01 19:39:35,30.25,Dubai,3.3,Uber Eats
O02279,C1981,Quick Meal,Chinese,Chow Mein,4,7.34,2025-04-27 01:54:14,29.38,Abu Dhabi,3.6,Uber Eats
O02280,C1915,Gourmet Express,Desserts,Ice Cream,4,49.18,2025-01-08 22:03:30,57.95,Abu Dhabi,3.7,Zomato
O02281,C0112,Foodies Hub,Desserts,Cheesecake,4,49.54,2025-03-02 03:45:26,53.8,Dubai,2.7,Uber Eats
O02282,C1626,Gourmet Express,Pizza,BBQ Chicken,3,39.51,2025-05-24 14:31:10,25.28,Ajman,3.6,Deliveroo
O02283,C1719,Foodies Hub,Pizza,BBQ Chicken,1,48.59,2025-02-18 12:22:28,88.6,Ajman,4.6,Zomato
O02284,C1340,Quick Meal,Desserts,Ice Cream,1,41.79,2025-06-11 15:59:58,16.29,Dubai,2.7,Talabat
O02285,C0868,Foodies Hub,Indian,Paneer Tikka,1,12.06,2025-03-19 12:46:45,77.34,Abu Dhabi,4.7,Uber Eats
O02286,C1919,Tasty Bites,Desserts,Ice Cream,1,9.28,2025-06-28 15:30:05,58.52,Dubai,4.2,Zomato
O02287,C0368,Gourmet Express,Sushi,Salmon Nigiri,5,9.93,2025-06-11 06:11:43,26.69,Al Ain,3.2,Uber Eats
O02288,C1924,Tasty Bites,Burgers,Veggie Burger,1,18.33,2025-02-24 22:35:01,86.47,Sharjah,3.1,Talabat
O02289,C1158,Tasty Bites,Desserts,Cheesecake,4,32.4,2025-03-20 19:39:27,81.9,Dubai,4.0,Talabat
O02290,C1952,Gourmet Express,Desserts,Brownie,2,43.55,2025-06-18 02:12:08,43.49,Sharjah,4.4,Uber Eats
O02291,C0789,Foodies Hub,Sushi,Salmon Nigiri,4,49.5,2025-01-17 08:53:44,80.2,Al Ain,4.4,Deliveroo
O02292,C1918,Gourmet Express,Sushi,Veg Roll,3,27.79,2025-02-20 17:25:18,39.51,Sharjah,4.7,Careem NOW
O02293,C0909,Tasty Bites,Indian,Paneer Tikka,4,34.98,2025-03-21 23:16:30,45.0,Dubai,4.9,Deliveroo
O02294,C1029,Quick Meal,Sushi,California Roll,4,33.91,2025-02-11 10:01:46,47.94,Sharjah,3.4,Talabat
O02295,C1101,Foodies Hub,Desserts,Cheesecake,1,37.14,2025-04-06 13:28:18,79.19,Al Ain,4.4,Talabat
O02296,C1789,Gourmet Express,Burgers,Veggie Burger,2,12.22,2025-06-12 20:21:59,30.11,Sharjah,3.1,Uber Eats
O02297,C0706,Flavor Town,Burgers,Cheese Burger,5,49.86,2025-03-08 03:23:47,89.02,Ajman,3.4,Careem NOW
O02298,C1328,Tasty Bites,Indian,Paneer Tikka,2,25.19,2025-05-26 01:54:21,64.61,Sharjah,4.3,Careem NOW
O02299,C0108,Quick Meal,Pizza,Veggie,1,16.35,2025-05-21 02:58:36,30.27,Dubai,4.4,Careem NOW
O02300,C0122,Gourmet Express,Burgers,Chicken Burger,3,19.56,2025-06-08 05:32:43,47.82,Al Ain,3.6,Uber Eats
O02301,C0703,Quick Meal,Pizza,Veggie,5,41.19,2025-01-07 22:57:28,37.15,Ajman,3.1,Deliveroo
O02302,C1105,Flavor Town,Indian,Paneer Tikka,5,33.52,2025-04-27 03:09:34,36.83,Ajman,2.6,Uber Eats
O02303,C0150,Gourmet Express,Desserts,Ice Cream,1,25.37,2025-04-12 06:04:26,35.59,Dubai,2.6,Deliveroo
O02304,C0080,Quick Meal,Burgers,Cheese Burger,3,9.75,2025-04-18 04:00:58,35.27,Al Ain,4.2,Careem NOW
O02305,C1865,Foodies Hub,Desserts,Cheesecake,1,36.17,2025-05-09 15:46:13,40.82,Al Ain,3.9,Uber Eats
O02306,C1443,Flavor Town,Pizza,Margherita,1,40.54,2025-04-21 05:48:10,51.13,Sharjah,4.2,Talabat
O02307,C0488,Gourmet Express,Indian,Biryani,3,47.74,2025-05-15 12:47:06,49.49,Ajman,3.1,Uber Eats
O02308,C0171,Tasty Bites,Pizza,Pepperoni,1,44.44,2025-02-23 08:36:15,59.64,Al Ain,2.7,Talabat
O02309,C0773,Quick Meal,Sushi,Spicy Tuna,4,48.02,2025-02-25 17:10:48,87.83,Ajman,3.8,Talabat
O02310,C1412,Gourmet Express,Burgers,Veggie Burger,3,37.23,2025-03-09 04:27:05,25.41,Dubai,3.1,Talabat
O02311,C1602,Flavor Town,Indian,Biryani,1,18.12,2025-03-16 15:32:23,58.74,Al Ain,4.1,Deliveroo
O02312,C1079,Quick Meal,Desserts,Ice Cream,5,8.15,2025-03-17 23:04:01,15.61,Ajman,3.9,Deliveroo
O02313,C0039,Quick Meal,Pizza,Pepperoni,2,15.28,2025-05-17 18:38:25,35.44,Al Ain,3.7,Zomato
O02314,C1062,Gourmet Express,Sushi,Spicy Tuna,2,17.42,2025-01-22 05:59:24,23.0,Dubai,3.5,Talabat
O02315,C0649,Gourmet Express,Desserts,Ice Cream,2,27.34,2025-02-15 06:01:53,82.46,Sharjah,4.7,Deliveroo
O02316,C1369,Foodies Hub,Pizza,Veggie,3,10.27,2025-01-24 13:19:55,61.08,Al Ain,3.6,Uber Eats
O02317,C0208,Flavor Town,Desserts,Cheesecake,3,14.82,2025-02-16 12:35:35,44.17,Sharjah,4.7,Talabat
O02318,C0452,Gourmet Express,Pizza,Margherita,1,11.52,2025-03-18 00:14:02,25.08,Sharjah,4.7,Careem NOW
O02319,C1499,Tasty Bites,Desserts,Brownie,3,40.17,2025-06-21 12:34:51,67.95,Sharjah,4.6,Talabat
O02320,C1911,Foodies Hub,Burgers,Chicken Burger,1,24.43,2025-06-20 04:14:43,62.73,Dubai,4.9,Talabat
O02321,C0982,Tasty Bites,Chinese,Spring Rolls,1,48.25,2025-04-26 09:44:34,17.37,Dubai,4.3,Uber Eats
O02322,C1136,Tasty Bites,Desserts,Ice Cream,4,6.81,2025-02-28 23:31:42,78.97,Dubai,4.3,Talabat
O02323,C0148,Quick Meal,Chinese,Chow Mein,1,26.03,2025-01-14 20:49:36,38.8,Sharjah,4.8,Zomato
O02324,C1587,Gourmet Express,Chinese,Spring Rolls,4,28.57,2025-05-11 09:32:06,18.63,Al Ain,4.8,Deliveroo
O02325,C0217,Quick Meal,Indian,Butter Chicken,2,6.52,2025-03-04 12:43:18,42.16,Sharjah,3.6,Careem NOW
O02326,C1503,Gourmet Express,Burgers,Beef Burger,4,38.34,2025-05-26 08:43:04,36.22,Dubai,4.4,Deliveroo
O02327,C0812,Tasty Bites,Indian,Paneer Tikka,2,7.91,2025-04-06 05:46:24,41.15,Abu Dhabi,4.8,Uber Eats
O02328,C1053,Quick Meal,Indian,Biryani,2,12.47,2025-06-29 02:42:08,83.44,Abu Dhabi,4.7,Uber Eats
O02329,C0729,Flavor Town,Indian,Dal Makhani,4,6.64,2025-06-21 09:54:18,17.56,Ajman,3.0,Talabat
O02330,C0341,Tasty Bites,Chinese,Sweet and Sour,2,42.3,2025-05-02 16:15:59,72.78,Sharjah,4.2,Talabat
O02331,C0371,Gourmet Express,Desserts,Ice Cream,1,36.55,2025-01-08 03:15:02,49.38,Al Ain,2.7,Zomato
O02332,C0527,Quick Meal,Chinese,Chow Mein,4,25.36,2025-02-01 19:02:42,41.04,Sharjah,3.2,Talabat
O02333,C1053,Quick Meal,Indian,Butter Chicken,2,29.97,2025-02-03 21:44:14,33.45,Abu Dhabi,3.9,Careem NOW
O02334,C0927,Foodies Hub,Desserts,Ice Cream,4,37.44,2025-05-15 17:25:19,66.4,Sharjah,5.0,Careem NOW
O02335,C0820,Gourmet Express,Chinese,Kung Pao Chicken,2,25.67,2025-03-07 22:52:01,45.59,Ajman,2.9,Zomato
O02336,C1431,Gourmet Express,Indian,Biryani,2,36.42,2025-02-02 21:58:34,20.26,Sharjah,2.7,Deliveroo
O02337,C0828,Foodies Hub,Chinese,Chow Mein,1,47.94,2025-06-09 10:12:46,52.7,Abu Dhabi,2.8,Zomato
O02338,C0591,Quick Meal,Desserts,Brownie,2,43.89,2025-03-22 15:19:22,33.51,Dubai,5.0,Careem NOW
O02339,C1413,Flavor Town,Sushi,Veg Roll,4,49.35,2025-05-05 18:43:49,40.01,Dubai,3.3,Zomato
O02340,C1643,Foodies Hub,Desserts,Cheesecake,1,11.63,2025-01-08 13:57:41,20.31,Sharjah,4.9,Deliveroo
O02341,C1307,Quick Meal,Indian,Butter Chicken,3,12.86,2025-01-02 04:48:08,67.67,Abu Dhabi,4.2,Zomato
O02342,C1109,Quick Meal,Chinese,Kung Pao Chicken,5,33.42,2025-04-22 16:51:25,76.18,Abu Dhabi,3.6,Zomato
O02343,C1705,Quick Meal,Desserts,Cheesecake,4,9.26,2025-02-06 16:39:00,31.29,Al Ain,3.4,Uber Eats
O02344,C0587,Gourmet Express,Indian,Butter Chicken,5,13.57,2025-01-28 22:27:09,83.48,Al Ain,4.4,Careem NOW
O02345,C0827,Tasty Bites,Pizza,Veggie,1,28.14,2025-02-19 12:40:37,19.83,Sharjah,3.1,Careem NOW
O02346,C0458,Tasty Bites,Indian,Biryani,4,12.9,2025-03-11 17:45:21,58.08,Al Ain,4.7,Careem NOW
O02347,C1396,Foodies Hub,Chinese,Sweet and Sour,1,16.34,2025-02-18 17:19:55,84.37,Ajman,2.7,Careem NOW
O02348,C0428,Quick Meal,Chinese,Spring Rolls,5,21.95,2025-06-30 07:25:43,53.85,Al Ain,4.8,Deliveroo
O02349,C1281,Flavor Town,Burgers,Cheese Burger,2,38.52,2025-01-14 20:55:51,72.91,Sharjah,4.8,Talabat
O02350,C1253,Flavor Town,Sushi,Spicy Tuna,3,12.46,2025-01-07 07:18:25,70.11,Ajman,4.2,Uber Eats
O02351,C0285,Gourmet Express,Pizza,Pepperoni,2,14.94,2025-01-23 11:01:40,75.23,Al Ain,2.8,Careem NOW
O02352,C0588,Foodies Hub,Sushi,California Roll,2,20.39,2025-03-27 22:07:44,63.56,Al Ain,2.6,Talabat
O02353,C1237,Foodies Hub,Burgers,Veggie Burger,4,36.1,2025-07-04 03:52:12,86.51,Al Ain,3.1,Careem NOW
O02354,C0685,Flavor Town,Chinese,Spring Rolls,3,16.63,2025-01-28 04:27:34,68.32,Abu Dhabi,3.3,Uber Eats
O02355,C1686,Quick Meal,Sushi,Salmon Nigiri,5,45.03,2025-02-09 00:07:38,34.38,Dubai,2.8,Deliveroo
O02356,C0118,Quick Meal,Chinese,Chow Mein,5,36.41,2025-04-18 05:54:42,53.64,Sharjah,4.0,Deliveroo
O02357,C0282,Tasty Bites,Indian,Paneer Tikka,2,43.75,2025-03-07 08:19:38,75.5,Al Ain,2.9,Uber Eats
O02358,C0036,Flavor Town,Indian,Biryani,4,13.29,2025-03-03 04:55:45,57.63,Al Ain,4.3,Careem NOW
O02359,C1941,Quick Meal,Desserts,Brownie,2,45.28,2025-04-11 17:02:23,55.32,Al Ain,4.2,Uber Eats
O02360,C0547,Quick Meal,Indian,Dal Makhani,2,36.33,2025-01-10 00:59:03,39.61,Sharjah,2.8,Deliveroo
O02361,C1552,Quick Meal,Pizza,BBQ Chicken,5,35.47,2025-03-14 16:25:56,41.49,Ajman,4.5,Deliveroo
O02362,C0841,Gourmet Express,Pizza,Margherita,1,24.96,2025-03-16 08:45:42,79.08,Abu Dhabi,4.2,Zomato
O02363,C0405,Gourmet Express,Desserts,Ice Cream,4,41.83,2025-01-13 15:11:10,81.11,Dubai,3.7,Deliveroo
O02364,C1961,Quick Meal,Desserts,Brownie,4,14.08,2025-03-12 08:25:38,16.01,Ajman,3.9,Talabat
O02365,C0476,Gourmet Express,Desserts,Chocolate Cake,1,27.33,2025-04-25 04:29:39,31.81,Al Ain,4.8,Careem NOW
O02366,C0082,Foodies Hub,Pizza,Margherita,5,16.82,2025-02-14 16:04:57,26.12,Ajman,4.9,Uber Eats
O02367,C0303,Gourmet Express,Burgers,Chicken Burger,3,8.71,2025-05-08 21:44:15,23.61,Dubai,4.5,Zomato
O02368,C1911,Tasty Bites,Pizza,Veggie,2,16.84,2025-05-13 16:46:27,37.72,Al Ain,3.3,Uber Eats
O02369,C1235,Foodies Hub,Chinese,Kung Pao Chicken,2,39.06,2025-06-27 18:34:05,30.53,Ajman,3.9,Careem NOW
O02370,C0290,Gourmet Express,Sushi,Salmon Nigiri,5,38.66,2025-01-18 21:44:01,66.35,Al Ain,3.6,Uber Eats
O02371,C0173,Tasty Bites,Pizza,Margherita,3,25.5,2025-06-10 19:46:02,77.76,Ajman,4.4,Talabat
O02372,C1840,Flavor Town,Pizza,Pepperoni,5,7.81,2025-06-12 00:45:43,63.79,Dubai,3.6,Talabat
O02373,C0424,Tasty Bites,Burgers,Chicken Burger,4,32.49,2025-05-13 05:46:32,52.27,Ajman,3.0,Talabat
O02374,C1924,Gourmet Express,Chinese,Kung Pao Chicken,1,31.45,2025-05-11 04:41:51,87.0,Abu Dhabi,4.1,Zomato
O02375,C1089,Quick Meal,Indian,Biryani,5,8.32,2025-04-27 13:34:49,51.15,Dubai,2.6,Careem NOW
O02376,C0986,Quick Meal,Sushi,Spicy Tuna,5,7.01,2025-01-30 14:28:34,78.37,Abu Dhabi,4.1,Uber Eats
O02377,C1192,Gourmet Express,Pizza,BBQ Chicken,5,5.18,2025-06-23 01:10:25,68.66,Sharjah,2.9,Deliveroo
O02378,C1059,Tasty Bites,Sushi,Salmon Nigiri,5,21.93,2025-02-08 07:52:38,42.64,Ajman,3.4,Zomato
O02379,C1053,Tasty Bites,Chinese,Kung Pao Chicken,5,30.27,2025-04-16 23:06:21,87.68,Abu Dhabi,2.8,Talabat
O02380,C1597,Gourmet Express,Indian,Butter Chicken,2,27.68,2025-01-12 18:25:50,21.02,Abu Dhabi,4.5,Uber Eats
O02381,C0025,Gourmet Express,Burgers,Beef Burger,2,11.78,2025-03-11 21:04:46,79.66,Al Ain,5.0,Talabat
O02382,C0817,Quick Meal,Indian,Biryani,5,14.45,2025-06-23 12:23:49,35.04,Ajman,3.0,Deliveroo
O02383,C1623,Quick Meal,Indian,Dal Makhani,3,41.66,2025-05-21 12:02:10,15.03,Dubai,3.4,Careem NOW
O02384,C1102,Flavor Town,Pizza,Pepperoni,4,10.39,2025-05-31 00:06:07,50.16,Abu Dhabi,3.0,Deliveroo
O02385,C0311,Tasty Bites,Desserts,Ice Cream,3,29.87,2025-06-04 10:20:51,45.07,Al Ain,3.5,Deliveroo
O02386,C1036,Quick Meal,Indian,Biryani,1,33.51,2025-05-07 08:34:05,82.52,Ajman,4.8,Talabat
O02387,C0649,Quick Meal,Burgers,Cheese Burger,4,25.29,2025-06-13 20:45:21,15.99,Dubai,4.3,Deliveroo
O02388,C0731,Flavor Town,Indian,Butter Chicken,5,48.25,2025-04-01 17:53:06,40.49,Al Ain,3.4,Talabat
O02389,C0328,Gourmet Express,Indian,Butter Chicken,5,27.63,2025-01-23 10:37:11,41.92,Dubai,4.7,Uber Eats
O02390,C0921,Foodies Hub,Indian,Biryani,4,46.01,2025-02-17 05:33:21,75.99,Sharjah,3.1,Zomato
O02391,C0222,Flavor Town,Indian,Biryani,1,5.9,2025-02-15 17:28:28,18.1,Dubai,4.3,Deliveroo
O02392,C1666,Gourmet Express,Desserts,Cheesecake,1,30.1,2025-04-16 11:11:29,73.59,Dubai,3.7,Careem NOW
